Product,Demand_Forecast,Current_Inventory,Supply_Readiness,Lead_Time_Days,Confirmed_Orders,Year,Month,Week,Revenue_Status,Date
Truck Engine,2126,4868,0,13,1616,2013,10,42,0,10/20/2013
Bus Engine,1200,4580,0,4,2229,2013,10,41,0,10/13/2013
Motorcycle Engine,2799,4263,1,5,1005,2013,10,40,1,10/6/2013
Motorcycle Engine,1741,4550,0,10,2308,2013,9,39,1,9/29/2013
Motorcycle Engine,2910,4397,1,3,632,2013,9,38,0,9/22/2013
Truck Engine,752,3646,0,6,949,2013,9,37,0,9/15/2013
Motorcycle Engine,1141,2996,1,9,1558,2013,9,36,0,9/8/2013
Motorcycle Engine,1453,4254,1,7,1509,2013,9,35,0,9/1/2013
Bus Engine,2408,2812,1,4,2110,2013,8,34,1,8/25/2013
Bus Engine,1615,2207,1,3,711,2013,8,33,0,8/18/2013
Motorcycle Engine,679,1961,1,8,1134,2013,8,32,0,8/11/2013
Motorcycle Engine,1226,2719,0,7,1990,2013,8,31,1,8/4/2013
Truck Engine,2977,2015,0,5,940,2013,7,30,1,7/28/2013
Truck Engine,1274,2821,0,13,1933,2013,7,29,1,7/21/2013
Motorcycle Engine,2451,2313,0,13,1823,2013,7,28,1,7/14/2013
Bus Engine,1206,1477,0,13,549,2013,7,27,1,7/7/2013
Motorcycle Engine,2632,1620,0,11,810,2013,6,26,1,6/30/2013
Truck Engine,1430,1643,0,5,1522,2013,6,25,0,6/23/2013
Bus Engine,641,3312,0,4,1790,2013,6,24,0,6/16/2013
Bus Engine,2901,4597,0,7,2177,2013,6,23,0,6/9/2013
Truck Engine,1653,1164,1,11,854,2013,6,22,1,6/2/2013
Motorcycle Engine,2444,4561,1,10,1133,2013,5,21,1,5/26/2013
Motorcycle Engine,2395,3006,0,8,1979,2013,5,20,0,5/19/2013
Motorcycle Engine,2382,2985,1,5,695,2013,5,19,0,5/12/2013
Truck Engine,1757,3231,0,8,1137,2013,5,18,1,5/5/2013
Bus Engine,1987,1727,1,7,1767,2013,4,17,1,4/28/2013
Truck Engine,1872,1471,1,3,2172,2013,4,16,0,4/21/2013
Motorcycle Engine,813,2812,1,7,1134,2013,4,15,0,4/14/2013
Truck Engine,1547,1023,0,9,1158,2013,4,14,0,4/7/2013
Bus Engine,2174,4349,0,11,538,2013,3,13,0,3/31/2013
Truck Engine,2068,1262,0,14,2196,2013,3,12,0,3/24/2013
Motorcycle Engine,2087,4407,0,3,1866,2013,3,11,1,3/17/2013
Bus Engine,2004,3516,1,5,1693,2013,3,10,0,3/10/2013
Truck Engine,2820,2142,0,10,1134,2013,3,9,0,3/3/2013
Truck Engine,1273,2439,1,8,1685,2013,2,8,1,2/24/2013
Bus Engine,519,1539,0,7,767,2013,2,7,0,2/17/2013
Bus Engine,1109,1954,1,12,817,2013,2,6,1,2/10/2013
Motorcycle Engine,1885,4919,1,4,1609,2013,2,5,1,2/3/2013
Bus Engine,1316,3816,1,5,2082,2013,1,4,0,1/27/2013
Motorcycle Engine,2494,4009,1,14,1632,2013,1,3,0,1/20/2013
Truck Engine,1398,2982,0,4,2188,2013,1,2,1,1/13/2013
Motorcycle Engine,2071,4797,0,3,2425,2013,1,1,1,1/6/2013
Truck Engine,2820,2843,1,9,678,2012,12,52,1,12/30/2012
Bus Engine,917,2859,0,5,1620,2012,12,51,0,12/23/2012
Truck Engine,528,3984,0,9,2367,2012,12,50,0,12/16/2012
Bus Engine,2508,1853,1,14,2127,2012,12,49,0,12/9/2012
Truck Engine,819,2974,0,9,1602,2012,12,48,0,12/2/2012
Truck Engine,1074,2283,0,10,1127,2012,11,47,0,11/25/2012
Truck Engine,1228,2194,0,3,1975,2012,11,46,1,11/18/2012
Truck Engine,2353,4923,1,7,1587,2012,11,45,0,11/11/2012
Motorcycle Engine,1803,1535,0,12,960,2012,11,44,0,11/4/2012
Truck Engine,2457,4672,1,11,2459,2012,10,43,1,10/28/2012
Motorcycle Engine,892,3065,1,14,589,2012,10,42,0,10/21/2012
Bus Engine,947,3100,1,13,1341,2012,10,41,0,10/14/2012
Bus Engine,1474,4049,0,9,2243,2012,10,40,0,10/7/2012
Motorcycle Engine,2919,1306,0,3,1057,2012,9,39,1,9/30/2012
Bus Engine,2468,4561,0,10,672,2012,9,38,1,9/23/2012
Bus Engine,2893,1418,1,5,2026,2012,9,37,0,9/16/2012
Truck Engine,2332,1307,0,6,1805,2012,9,36,0,9/9/2012
Truck Engine,807,3246,1,6,771,2012,9,35,0,9/2/2012
Truck Engine,1267,4950,0,12,1578,2012,8,34,1,8/26/2012
Motorcycle Engine,2477,1815,1,14,1594,2012,8,33,1,8/19/2012
Motorcycle Engine,1319,3850,0,10,1567,2012,8,32,0,8/12/2012
Bus Engine,2663,3438,0,3,2453,2012,8,31,0,8/5/2012
Truck Engine,1381,3807,0,10,1452,2012,7,30,0,7/29/2012
Motorcycle Engine,1206,2987,1,11,633,2012,7,29,0,7/22/2012
Motorcycle Engine,1447,4939,1,11,885,2012,7,28,1,7/15/2012
Truck Engine,2830,3505,0,7,724,2012,7,27,1,7/8/2012
Motorcycle Engine,2933,1715,1,6,1102,2012,7,26,0,7/1/2012
Truck Engine,2564,3755,1,6,2116,2012,6,25,1,6/24/2012
Bus Engine,806,3898,1,11,1364,2012,6,24,1,6/17/2012
Bus Engine,2083,2684,0,10,2407,2012,6,23,0,6/10/2012
Bus Engine,663,2336,0,12,2151,2012,6,22,0,6/3/2012
Truck Engine,2705,4201,0,12,2097,2012,5,21,0,5/27/2012
Motorcycle Engine,2732,1177,1,14,831,2012,5,20,0,5/20/2012
Bus Engine,1707,4208,0,9,1932,2012,5,19,1,5/13/2012
Bus Engine,2928,2092,1,14,2480,2012,5,18,0,5/6/2012
Bus Engine,1695,2419,1,5,959,2012,4,17,0,4/29/2012
Motorcycle Engine,1677,2990,0,6,2207,2012,4,16,0,4/22/2012
Motorcycle Engine,2567,4439,0,11,2291,2012,4,15,0,4/15/2012
Truck Engine,1618,3329,0,10,2404,2012,4,14,1,4/8/2012
Bus Engine,1647,1760,1,14,1798,2012,4,13,0,4/1/2012
Motorcycle Engine,2483,3413,1,14,2486,2012,3,12,0,3/25/2012
Truck Engine,756,2775,0,3,2187,2012,3,11,1,3/18/2012
Bus Engine,1936,1173,1,5,2421,2012,3,10,0,3/11/2012
Motorcycle Engine,2582,2077,0,14,1737,2012,3,9,0,3/4/2012
Motorcycle Engine,1234,2354,0,12,2238,2012,2,8,0,2/26/2012
Truck Engine,2840,4945,0,4,1143,2012,2,7,1,2/19/2012
Bus Engine,1001,1667,0,4,960,2012,2,6,0,2/12/2012
Bus Engine,1932,1594,0,10,1085,2012,2,5,0,2/5/2012
Motorcycle Engine,1051,3981,0,8,1097,2012,1,4,0,1/29/2012
Bus Engine,1464,2171,1,14,1120,2012,1,3,1,1/22/2012
Truck Engine,635,3324,1,14,1256,2012,1,2,0,1/15/2012
Motorcycle Engine,1851,4229,0,14,1423,2012,1,1,0,1/8/2012
Motorcycle Engine,1361,3558,0,8,1164,2012,1,52,0,1/1/2012
Truck Engine,1659,4923,1,6,2156,2011,12,51,1,12/25/2011
Motorcycle Engine,2536,3413,1,3,820,2011,12,50,1,12/18/2011
Bus Engine,1024,2351,0,13,854,2011,12,49,0,12/11/2011
Bus Engine,533,1850,0,9,1044,2011,12,48,0,12/4/2011
Motorcycle Engine,2555,3705,1,10,569,2011,11,47,1,11/27/2011
Truck Engine,1012,3348,0,4,1651,2011,11,46,0,11/20/2011
Truck Engine,1764,1496,1,4,1199,2011,11,45,1,11/13/2011
Bus Engine,2062,1548,0,3,2467,2011,11,44,1,11/6/2011
Truck Engine,519,3354,1,6,934,2011,10,43,1,10/30/2011
Motorcycle Engine,1500,2493,0,8,820,2011,10,42,0,10/23/2011
Motorcycle Engine,2111,1906,0,7,1977,2011,10,41,1,10/16/2011
Bus Engine,2343,3289,0,6,2195,2011,10,40,1,10/9/2011
Bus Engine,2520,3700,1,6,600,2011,10,39,0,10/2/2011
Bus Engine,1757,4840,0,12,2063,2011,9,38,0,9/25/2011
Truck Engine,2247,2543,1,9,767,2011,9,37,0,9/18/2011
Motorcycle Engine,2814,1886,1,9,2267,2011,9,36,1,9/11/2011
Motorcycle Engine,1592,4250,1,4,641,2011,9,35,1,9/4/2011
Motorcycle Engine,2816,4959,1,9,1125,2011,8,34,0,8/28/2011
Bus Engine,1865,3460,0,4,2443,2011,8,33,1,8/21/2011
Motorcycle Engine,881,3776,0,6,1944,2011,8,32,0,8/14/2011
Truck Engine,1702,4438,0,3,819,2011,8,31,0,8/7/2011
Truck Engine,979,4097,1,7,2443,2011,7,30,0,7/31/2011
Motorcycle Engine,1793,3368,0,3,1567,2011,7,29,0,7/24/2011
Bus Engine,832,3575,1,6,1363,2011,7,28,0,7/17/2011
Motorcycle Engine,2343,1907,1,11,1805,2011,7,27,1,7/10/2011
Truck Engine,1690,4827,1,14,1591,2011,7,26,1,7/3/2011
Truck Engine,941,4350,0,10,1170,2011,6,25,0,6/26/2011
Truck Engine,1894,4074,1,8,1159,2011,6,24,1,6/19/2011
Motorcycle Engine,2277,4678,0,10,1373,2011,6,23,1,6/12/2011
Truck Engine,1726,1622,0,7,1026,2011,6,22,0,6/5/2011
Bus Engine,2027,1955,0,9,722,2011,5,21,1,5/29/2011
Motorcycle Engine,2567,4303,1,10,1089,2011,5,20,1,5/22/2011
Motorcycle Engine,2348,4738,0,9,1390,2011,5,19,0,5/15/2011
Truck Engine,1823,4182,1,6,1026,2011,5,18,1,5/8/2011
Truck Engine,1371,3851,1,7,2183,2011,5,17,1,5/1/2011
Bus Engine,2315,3966,1,12,2092,2011,4,16,1,4/24/2011
Motorcycle Engine,1487,4250,1,8,716,2011,4,15,1,4/17/2011
Truck Engine,1766,1322,0,14,2150,2011,4,14,1,4/10/2011
Bus Engine,1828,4360,0,13,1338,2011,4,13,0,4/3/2011
Truck Engine,2557,1878,0,8,1823,2011,3,12,0,3/27/2011
Motorcycle Engine,1522,3379,0,11,1896,2011,3,11,0,3/20/2011
Truck Engine,2293,2903,1,12,1586,2011,3,10,0,3/13/2011
Motorcycle Engine,1310,1755,1,4,1535,2011,3,9,0,3/6/2011
Truck Engine,2397,3707,1,8,652,2011,2,8,1,2/27/2011
Motorcycle Engine,1913,2382,1,5,645,2011,2,7,1,2/20/2011
Bus Engine,1822,2040,0,4,1734,2011,2,6,0,2/13/2011
Motorcycle Engine,1645,4349,0,8,1533,2011,2,5,0,2/6/2011
Bus Engine,908,1073,1,6,2168,2011,1,4,0,1/30/2011
Motorcycle Engine,2290,3877,1,7,1903,2011,1,3,1,1/23/2011
Bus Engine,1097,4269,1,7,947,2011,1,2,1,1/16/2011
Truck Engine,515,3915,1,5,1608,2011,1,1,1,1/9/2011
Motorcycle Engine,2716,2838,0,14,1997,2011,1,52,1,1/2/2011
Truck Engine,1821,3978,1,6,1055,2010,12,51,1,12/26/2010
Bus Engine,2046,4953,0,5,850,2010,12,50,1,12/19/2010
Motorcycle Engine,2629,2549,0,9,1041,2010,12,49,0,12/12/2010
Motorcycle Engine,1117,1108,1,3,1073,2010,12,48,1,12/5/2010
Truck Engine,2490,1772,1,8,1424,2010,11,47,0,11/28/2010
Motorcycle Engine,1372,3012,0,6,1555,2010,11,46,0,11/21/2010
Motorcycle Engine,1315,3943,0,3,2475,2010,11,45,1,11/14/2010
Truck Engine,2326,3246,1,3,1995,2010,11,44,1,11/7/2010
Motorcycle Engine,1270,3195,0,7,1025,2010,10,43,1,10/31/2010
Truck Engine,585,4806,1,7,724,2010,10,42,1,10/24/2010
Truck Engine,2248,2376,1,12,1697,2010,10,41,1,10/17/2010
Truck Engine,2760,4498,0,9,1876,2010,10,40,1,10/10/2010
Truck Engine,1025,3521,0,14,2278,2010,10,39,1,10/3/2010
Truck Engine,1831,2712,1,6,1780,2010,9,38,1,9/26/2010
Bus Engine,1497,1218,1,11,573,2010,9,37,0,9/19/2010
Bus Engine,2029,2119,0,6,1331,2010,9,36,0,9/12/2010
Truck Engine,1973,1262,0,9,1844,2010,9,35,1,9/5/2010
Bus Engine,2017,1936,0,7,1884,2010,8,34,0,8/29/2010
Bus Engine,1284,1577,0,7,2181,2010,8,33,1,8/22/2010
Motorcycle Engine,1955,2567,1,8,2268,2010,8,32,0,8/15/2010
Truck Engine,1062,2813,1,10,1553,2010,8,31,0,8/8/2010
Bus Engine,2642,4933,1,7,1898,2010,8,30,1,8/1/2010
Motorcycle Engine,2541,1287,0,5,892,2010,7,29,1,7/25/2010
Motorcycle Engine,2257,3534,0,8,758,2010,7,28,1,7/18/2010
Truck Engine,1363,2957,1,14,1508,2010,7,27,0,7/11/2010
Truck Engine,2116,3422,0,4,1684,2010,7,26,0,7/4/2010
Motorcycle Engine,1059,1072,0,14,1406,2010,6,25,1,6/27/2010
Truck Engine,659,1381,0,14,930,2010,6,24,0,6/20/2010
Truck Engine,2553,2305,0,10,909,2010,6,23,1,6/13/2010
Motorcycle Engine,1884,4817,0,10,2377,2010,6,22,0,6/6/2010
Motorcycle Engine,1328,3352,0,5,2154,2010,5,21,1,5/30/2010
Truck Engine,2096,1257,1,14,1244,2010,5,20,0,5/23/2010
Bus Engine,1585,2710,1,10,873,2010,5,19,1,5/16/2010
Truck Engine,1707,3994,1,11,2472,2010,5,18,1,5/9/2010
Bus Engine,996,1694,1,7,2115,2010,5,17,1,5/2/2010
Motorcycle Engine,1172,2290,0,7,1697,2010,4,16,0,4/25/2010
Bus Engine,578,4769,1,8,1189,2010,4,15,1,4/18/2010
Motorcycle Engine,874,1836,1,9,533,2010,4,14,0,4/11/2010
Truck Engine,1090,3767,1,5,1243,2010,4,13,1,4/4/2010
Truck Engine,832,3474,1,7,2370,2010,3,12,1,3/28/2010
Motorcycle Engine,1093,4835,0,3,1076,2010,3,11,1,3/21/2010
Motorcycle Engine,2294,3263,0,13,2107,2010,3,10,0,3/14/2010
Motorcycle Engine,1280,4745,1,12,1886,2010,3,9,0,3/7/2010
Truck Engine,2526,3038,1,7,1597,2010,2,8,0,2/28/2010
Truck Engine,2855,2970,0,6,670,2010,2,7,1,2/21/2010
Bus Engine,1082,1102,0,3,2106,2010,2,6,0,2/14/2010
Motorcycle Engine,724,2855,1,9,2026,2010,2,5,1,2/7/2010
Bus Engine,1691,4186,0,3,2392,2010,1,4,1,1/31/2010
Truck Engine,2007,3358,0,10,2070,2010,1,3,1,1/24/2010
Bus Engine,2926,3728,1,12,1002,2010,1,2,1,1/17/2010
Bus Engine,2211,3525,0,14,666,2010,1,1,1,1/10/2010
Truck Engine,2249,2574,1,4,1898,2010,1,53,0,1/3/2010
Truck Engine,691,1114,1,12,883,2009,12,52,0,12/27/2009
Motorcycle Engine,1718,4161,0,14,2159,2009,12,51,1,12/20/2009
Bus Engine,1613,1185,0,7,1586,2009,12,50,1,12/13/2009
Truck Engine,1347,3647,0,8,722,2009,12,49,0,12/6/2009
Truck Engine,1034,4855,0,11,2414,2009,11,48,1,11/29/2009
Bus Engine,1574,1167,0,9,965,2009,11,47,1,11/22/2009
Truck Engine,1466,3865,0,8,2022,2009,11,46,1,11/15/2009
Motorcycle Engine,1673,3140,1,7,2486,2009,11,45,1,11/8/2009
Motorcycle Engine,1909,3026,0,8,2391,2009,11,44,0,11/1/2009
Bus Engine,1020,1457,1,13,1439,2009,10,43,1,10/25/2009
Motorcycle Engine,2392,3288,0,6,2179,2009,10,42,0,10/18/2009
Truck Engine,2977,3025,0,3,1212,2009,10,41,0,10/11/2009
Truck Engine,1995,3584,0,14,1085,2009,10,40,0,10/4/2009
Truck Engine,1621,4753,0,11,658,2009,9,39,0,9/27/2009
Truck Engine,636,1729,0,13,1939,2009,9,38,1,9/20/2009
Bus Engine,817,3108,1,7,1636,2009,9,37,1,9/13/2009
Motorcycle Engine,1094,1544,1,10,1586,2009,9,36,1,9/6/2009
Motorcycle Engine,2047,2940,1,9,706,2009,8,35,0,8/30/2009
Truck Engine,2710,2024,0,10,655,2009,8,34,0,8/23/2009
Bus Engine,2389,3668,0,3,1130,2009,8,33,0,8/16/2009
Truck Engine,2130,3452,0,11,1770,2009,8,32,1,8/9/2009
Truck Engine,1251,4056,1,3,2478,2009,8,31,1,8/2/2009
Bus Engine,2001,1844,1,5,1879,2009,7,30,1,7/26/2009
Bus Engine,1304,2705,0,10,1440,2009,7,29,0,7/19/2009
Truck Engine,2961,4936,1,14,2030,2009,7,28,0,7/12/2009
Motorcycle Engine,2001,2692,0,13,1588,2009,7,27,1,7/5/2009
Truck Engine,1883,3889,0,3,2438,2009,6,26,0,6/28/2009
Motorcycle Engine,1183,1521,1,3,1139,2009,6,25,0,6/21/2009
Motorcycle Engine,2665,1199,1,8,1992,2009,6,24,1,6/14/2009
Bus Engine,1400,4907,1,7,1855,2009,6,23,0,6/7/2009
Bus Engine,2050,3096,1,13,1861,2009,5,22,0,5/31/2009
Truck Engine,2297,3580,0,8,602,2009,5,21,1,5/24/2009
Motorcycle Engine,2616,2423,0,5,2433,2009,5,20,0,5/17/2009
Motorcycle Engine,1187,2691,1,12,2013,2009,5,19,0,5/10/2009
Truck Engine,1799,2002,1,14,797,2009,5,18,0,5/3/2009
Truck Engine,2189,3826,1,12,2378,2009,4,17,0,4/26/2009
Truck Engine,1889,3124,1,8,1279,2009,4,16,1,4/19/2009
Bus Engine,2697,4490,0,4,1613,2009,4,15,1,4/12/2009
Truck Engine,1446,4731,0,10,968,2009,4,14,0,4/5/2009
Truck Engine,1813,2640,0,14,562,2009,3,13,1,3/29/2009
Motorcycle Engine,1537,3385,0,8,2127,2009,3,12,1,3/22/2009
Truck Engine,2737,2873,0,6,1635,2009,3,11,1,3/15/2009
Motorcycle Engine,2124,1635,0,6,1453,2009,3,10,0,3/8/2009
Motorcycle Engine,1312,3738,0,13,546,2009,3,9,0,3/1/2009
Bus Engine,674,1577,1,9,1049,2009,2,8,1,2/22/2009
Truck Engine,2764,3346,0,5,532,2009,2,7,1,2/15/2009
Truck Engine,2057,2110,1,13,1751,2009,2,6,1,2/8/2009
Motorcycle Engine,2099,2041,1,5,2199,2009,2,5,1,2/1/2009
Bus Engine,2127,2893,1,8,1774,2009,1,4,0,1/25/2009
Bus Engine,530,4208,0,11,907,2009,1,3,1,1/18/2009
Truck Engine,1517,1480,0,3,1522,2009,1,2,0,1/11/2009
Motorcycle Engine,1595,3683,0,7,869,2009,1,1,0,1/4/2009
Truck Engine,911,3369,0,3,820,2008,12,52,0,12/28/2008
Truck Engine,1636,4466,1,3,2138,2008,12,51,0,12/21/2008
Truck Engine,577,3529,0,5,2089,2008,12,50,0,12/14/2008
Truck Engine,1183,4714,1,5,2104,2008,12,49,0,12/7/2008
Motorcycle Engine,1895,3418,0,6,2079,2008,11,48,0,11/30/2008
Bus Engine,1352,1369,0,5,2128,2008,11,47,1,11/23/2008
Truck Engine,1373,4362,1,8,2464,2008,11,46,0,11/16/2008
Truck Engine,740,2839,1,14,1024,2008,11,45,1,11/9/2008
Truck Engine,2929,3428,1,6,1227,2008,11,44,1,11/2/2008
Truck Engine,1409,2718,0,10,1934,2008,10,43,1,10/26/2008
Bus Engine,2927,3513,0,3,1970,2008,10,42,1,10/19/2008
Bus Engine,1122,2620,1,10,1200,2008,10,41,1,10/12/2008
Bus Engine,1536,1015,0,13,1301,2008,10,40,0,10/5/2008
Bus Engine,2747,1538,1,3,2101,2008,9,39,0,9/28/2008
Truck Engine,1817,4242,0,13,1372,2008,9,38,1,9/21/2008
Motorcycle Engine,1350,3320,1,3,692,2008,9,37,1,9/14/2008
Bus Engine,2427,4144,1,9,1945,2008,9,36,1,9/7/2008
Bus Engine,1137,4392,0,3,816,2008,8,35,0,8/31/2008
Truck Engine,1521,1378,1,11,960,2008,8,34,1,8/24/2008
Truck Engine,511,4163,0,10,2278,2008,8,33,0,8/17/2008
Truck Engine,1896,2727,0,3,1666,2008,8,32,0,8/10/2008
Truck Engine,1572,1259,1,4,1888,2008,8,31,1,8/3/2008
Motorcycle Engine,2895,3267,1,4,536,2008,7,30,0,7/27/2008
Motorcycle Engine,2284,1452,0,4,1531,2008,7,29,0,7/20/2008
Bus Engine,2146,1896,0,8,1226,2008,7,28,0,7/13/2008
Motorcycle Engine,1720,4618,1,6,1216,2008,7,27,1,7/6/2008
Bus Engine,1352,4215,1,10,2383,2008,6,26,1,6/29/2008
Bus Engine,1884,2187,1,3,1959,2008,6,25,1,6/22/2008
Motorcycle Engine,565,3082,0,12,667,2008,6,24,1,6/15/2008
Bus Engine,1589,2850,0,6,1699,2008,6,23,1,6/8/2008
Truck Engine,2973,4226,0,12,1374,2008,6,22,1,6/1/2008
Bus Engine,2321,4933,1,13,2019,2008,5,21,1,5/25/2008
Truck Engine,1136,2286,1,7,1982,2008,5,20,1,5/18/2008
Motorcycle Engine,1295,4802,0,11,611,2008,5,19,0,5/11/2008
Motorcycle Engine,1804,4353,0,7,1891,2008,5,18,1,5/4/2008
Bus Engine,1958,2311,1,13,1614,2008,4,17,0,4/27/2008
Truck Engine,1642,1612,0,5,1393,2008,4,16,0,4/20/2008
Bus Engine,2215,1919,1,13,2133,2008,4,15,1,4/13/2008
Motorcycle Engine,1028,3592,1,6,1155,2008,4,14,0,4/6/2008
Bus Engine,2524,2628,1,12,1898,2008,3,13,0,3/30/2008
Bus Engine,1402,1150,0,9,1672,2008,3,12,1,3/23/2008
Truck Engine,2714,1658,0,3,915,2008,3,11,0,3/16/2008
Motorcycle Engine,1290,3117,1,13,1678,2008,3,10,1,3/9/2008
Bus Engine,1864,4943,1,8,761,2008,3,9,0,3/2/2008
Truck Engine,2930,3620,0,10,1830,2008,2,8,0,2/24/2008
Bus Engine,676,2819,1,3,627,2008,2,7,1,2/17/2008
Truck Engine,1503,2305,0,10,2254,2008,2,6,0,2/10/2008
Truck Engine,2314,3798,0,9,1709,2008,2,5,0,2/3/2008
Bus Engine,567,1445,0,3,2138,2008,1,4,1,1/27/2008
Motorcycle Engine,1849,3947,1,11,2170,2008,1,3,1,1/20/2008
Motorcycle Engine,1478,4939,1,13,2149,2008,1,2,0,1/13/2008
Truck Engine,569,1401,1,5,1779,2008,1,1,0,1/6/2008
Motorcycle Engine,2370,2154,1,4,1876,2007,12,52,1,12/30/2007
Truck Engine,2126,4411,0,9,1677,2007,12,51,0,12/23/2007
Motorcycle Engine,961,3532,1,13,2133,2007,12,50,1,12/16/2007
Bus Engine,2106,4795,0,5,1775,2007,12,49,1,12/9/2007
Motorcycle Engine,2461,3998,1,3,2187,2007,12,48,1,12/2/2007
Truck Engine,2244,3236,1,12,1309,2007,11,47,0,11/25/2007
Truck Engine,1953,3219,1,5,1542,2007,11,46,0,11/18/2007
Motorcycle Engine,2463,2710,1,8,2110,2007,11,45,0,11/11/2007
Bus Engine,2729,4334,1,5,631,2007,11,44,1,11/4/2007
Truck Engine,2458,4791,0,7,2011,2007,10,43,0,10/28/2007
Truck Engine,783,2990,1,11,1670,2007,10,42,1,10/21/2007
Truck Engine,2895,2673,1,9,1449,2007,10,41,0,10/14/2007
Truck Engine,1544,2584,1,4,2437,2007,10,40,1,10/7/2007
Truck Engine,2847,1509,1,3,2022,2007,9,39,1,9/30/2007
Bus Engine,2753,3571,1,9,1940,2007,9,38,0,9/23/2007
Motorcycle Engine,1465,4545,0,6,1740,2007,9,37,1,9/16/2007
Bus Engine,2446,1163,1,13,807,2007,9,36,0,9/9/2007
Bus Engine,1721,4363,0,9,857,2007,9,35,0,9/2/2007
Truck Engine,878,1342,1,8,1530,2007,8,34,0,8/26/2007
Bus Engine,2415,4974,0,9,2149,2007,8,33,0,8/19/2007
Truck Engine,538,4907,1,6,1755,2007,8,32,0,8/12/2007
Bus Engine,1896,4576,1,5,2175,2007,8,31,1,8/5/2007
Truck Engine,2580,4180,0,14,1100,2007,7,30,0,7/29/2007
Truck Engine,1278,2828,1,7,1905,2007,7,29,1,7/22/2007
Bus Engine,724,2501,0,5,2429,2007,7,28,0,7/15/2007
Bus Engine,2604,4927,1,5,2181,2007,7,27,1,7/8/2007
Motorcycle Engine,2627,2626,0,6,2008,2007,7,26,1,7/1/2007
Motorcycle Engine,997,2489,0,10,1957,2007,6,25,0,6/24/2007
Motorcycle Engine,2215,2509,0,4,542,2007,6,24,1,6/17/2007
Bus Engine,2668,3754,1,6,2216,2007,6,23,0,6/10/2007
Bus Engine,783,2179,0,13,970,2007,6,22,0,6/3/2007
Truck Engine,1249,1825,1,5,1433,2007,5,21,0,5/27/2007
Motorcycle Engine,2846,4723,0,9,1095,2007,5,20,1,5/20/2007
Truck Engine,1978,1787,0,4,529,2007,5,19,1,5/13/2007
Truck Engine,2361,4223,0,3,613,2007,5,18,1,5/6/2007
Truck Engine,2045,4262,1,12,794,2007,4,17,1,4/29/2007
Truck Engine,1600,4727,1,3,2479,2007,4,16,0,4/22/2007
Motorcycle Engine,1563,1133,1,8,1005,2007,4,15,0,4/15/2007
Truck Engine,2426,2478,0,5,1500,2007,4,14,1,4/8/2007
Bus Engine,2509,3566,1,9,1476,2007,4,13,1,4/1/2007
Bus Engine,1000,4565,1,10,2422,2007,3,12,0,3/25/2007
Bus Engine,2757,2502,0,7,2298,2007,3,11,1,3/18/2007
Motorcycle Engine,2977,4337,0,7,1139,2007,3,10,0,3/11/2007
Truck Engine,547,4612,1,14,722,2007,3,9,1,3/4/2007
Motorcycle Engine,2355,4533,1,4,2403,2007,2,8,1,2/25/2007
Truck Engine,957,3586,1,10,2385,2007,2,7,1,2/18/2007
Motorcycle Engine,1098,4852,0,12,1772,2007,2,6,0,2/11/2007
Motorcycle Engine,1860,3791,0,3,2112,2007,2,5,0,2/4/2007
Truck Engine,1010,1783,0,12,1112,2007,1,4,1,1/28/2007
Motorcycle Engine,1297,4711,0,11,1210,2007,1,3,1,1/21/2007
Truck Engine,524,2710,0,3,1778,2007,1,2,1,1/14/2007
Bus Engine,1903,2772,1,3,765,2007,1,1,1,1/7/2007
Bus Engine,2965,2321,1,3,2122,2006,12,52,1,12/31/2006
Bus Engine,1598,2941,1,9,1255,2006,12,51,1,12/24/2006
Motorcycle Engine,1931,2461,0,6,2136,2006,12,50,1,12/17/2006
Bus Engine,2089,4349,0,14,821,2006,12,49,1,12/10/2006
Truck Engine,2318,3638,1,9,2447,2006,12,48,0,12/3/2006
Bus Engine,1924,4382,1,7,2002,2006,11,47,0,11/26/2006
Bus Engine,840,3776,1,14,2322,2006,11,46,0,11/19/2006
Motorcycle Engine,2171,3993,0,9,2452,2006,11,45,0,11/12/2006
Truck Engine,1413,4047,0,12,2341,2006,11,44,1,11/5/2006
Motorcycle Engine,779,1378,0,9,1775,2006,10,43,0,10/29/2006
Motorcycle Engine,1395,4232,0,6,1830,2006,10,42,0,10/22/2006
Truck Engine,516,4888,0,4,1578,2006,10,41,1,10/15/2006
Motorcycle Engine,1530,3254,1,10,1513,2006,10,40,0,10/8/2006
Truck Engine,1477,4039,1,4,1233,2006,10,39,0,10/1/2006
Bus Engine,678,1663,0,11,698,2006,9,38,0,9/24/2006
Truck Engine,1912,3125,0,7,2238,2006,9,37,0,9/17/2006
Truck Engine,2129,2406,1,11,1160,2006,9,36,0,9/10/2006
Truck Engine,2447,1743,0,11,545,2006,9,35,1,9/3/2006
Motorcycle Engine,2792,1306,0,10,1927,2006,8,34,1,8/27/2006
Truck Engine,1050,2088,1,10,1282,2006,8,33,1,8/20/2006
Truck Engine,2565,3620,0,6,1682,2006,8,32,0,8/13/2006
Truck Engine,1722,1788,0,6,1130,2006,8,31,0,8/6/2006
Bus Engine,1924,4182,1,4,1958,2006,7,30,0,7/30/2006
Truck Engine,1958,2213,0,6,1520,2006,7,29,1,7/23/2006
Motorcycle Engine,1937,4037,0,6,589,2006,7,28,0,7/16/2006
